2024-08-23 14:48:04: No errors, not broken
2024-12-12 10:00:33: No errors, not broken
2024-12-12 14:00:31: No errors, not broken
2024-12-12 18:00:36: No errors, not broken
2024-12-12 22:00:32: No errors, not broken
2024-12-13 02:01:26: No errors, not broken
2024-12-13 06:00:31: No errors, not broken
2024-12-13 10:00:33: No errors, not broken
2024-12-13 14:00:32: No errors, not broken
2024-12-13 18:00:38: No errors, not broken
2024-12-13 22:00:31: No errors, not broken
2024-12-14 02:01:22: No errors, not broken
2024-12-14 06:00:30: No errors, not broken
2024-12-14 10:00:32: No errors, not broken
2024-12-14 14:00:30: No errors, not broken
2024-12-14 18:00:32: No errors, not broken
2024-12-14 22:00:34: No errors, not broken
2024-12-15 02:01:26: No errors, not broken
2024-12-15 06:00:31: No errors, not broken
2024-12-15 10:00:33: No errors, not broken
2024-12-15 14:00:30: No errors, not broken
2024-12-15 18:00:30: No errors, not broken
2024-12-15 22:00:34: No errors, not broken
2024-12-16 02:01:33: No errors, not broken
2024-12-16 06:00:31: No errors, not broken
2024-12-16 10:00:32: No errors, not broken
2024-12-16 14:00:31: No errors, not broken
2024-12-16 18:00:30: No errors, not broken
2024-12-16 22:00:34: No errors, not broken
2024-12-17 02:01:33: No errors, not broken
2024-12-17 06:00:30: No errors, not broken
2024-12-17 10:00:34: No errors, not broken
2024-12-17 14:00:30: No errors, not broken
2024-12-17 18:00:30: No errors, not broken
2024-12-17 22:00:30: No errors, not broken
2024-12-18 02:01:24: No errors, not broken
2024-12-18 06:00:30: No errors, not broken
2024-12-18 10:00:32: No errors, not broken
2024-12-18 14:00:31: No errors, not broken
2024-12-18 18:00:30: No errors, not broken
2024-12-18 22:00:32: No errors, not broken
2024-12-19 02:01:32: No errors, not broken
2024-12-19 06:00:31: No errors, not broken
2024-12-19 10:00:32: No errors, not broken
2024-12-19 14:00:30: No errors, not broken
2024-12-19 18:00:37: No errors, not broken
2024-12-19 22:00:30: No errors, not broken
2024-12-20 02:01:22: No errors, not broken
2024-12-20 06:00:33: No errors, not broken
2024-12-20 10:00:34: No errors, not broken
2024-12-20 14:00:31: No errors, not broken
2024-12-20 18:00:30: No errors, not broken
2024-12-20 22:00:30: No errors, not broken
2024-12-21 02:01:19: No errors, not broken
2024-12-21 06:00:31: No errors, not broken
2024-12-21 10:00:32: No errors, not broken
2024-12-21 14:00:30: No errors, not broken
2024-12-21 18:00:30: No errors, not broken
2024-12-21 22:00:30: No errors, not broken
2024-12-22 02:01:26: No errors, not broken
2024-12-22 06:00:31: No errors, not broken
2024-12-22 10:00:34: No errors, not broken
2024-12-22 14:00:30: No errors, not broken
2024-12-22 18:00:31: No errors, not broken
2024-12-22 22:00:30: No errors, not broken
2024-12-23 02:01:13: No errors, not broken
2024-12-23 06:00:32: No errors, not broken
2024-12-23 10:00:33: No errors, not broken
2024-12-23 14:00:30: No errors, not broken
2024-12-23 18:00:30: No errors, not broken
2024-12-23 22:00:30: No errors, not broken
2024-12-24 02:01:24: No errors, not broken
2024-12-24 06:00:31: No errors, not broken
2024-12-24 10:00:30: No errors, not broken
2024-12-24 14:00:33: No errors, not broken
2024-12-24 18:00:30: No errors, not broken
2024-12-24 22:00:30: No errors, not broken
2024-12-25 02:01:26: No errors, not broken
2024-12-25 06:00:31: No errors, not broken
2024-12-25 10:00:34: No errors, not broken
2024-12-25 14:00:32: No errors, not broken
2024-12-25 18:00:30: No errors, not broken
2024-12-25 22:00:30: No errors, not broken
2024-12-26 02:01:19: No errors, not broken
2024-12-26 06:00:31: No errors, not broken
2024-12-26 10:00:32: No errors, not broken
2024-12-26 14:00:30: No errors, not broken
2024-12-26 18:00:34: No errors, not broken
2024-12-26 22:00:30: No errors, not broken
2024-12-27 02:01:17: No errors, not broken
2024-12-27 06:00:30: No errors, not broken
2024-12-27 10:00:32: No errors, not broken
2024-12-27 14:00:34: No errors, not broken
2024-12-27 18:00:30: No errors, not broken
2024-12-27 22:00:33: No errors, not broken
2024-12-28 02:01:25: No errors, not broken
2024-12-28 06:00:30: No errors, not broken
2024-12-28 10:00:32: No errors, not broken
2024-12-28 14:00:30: No errors, not broken
2024-12-28 18:00:30: No errors, not broken
2024-12-28 22:00:33: No errors, not broken
2024-12-29 02:01:13: No errors, not broken
2024-12-29 06:00:31: No errors, not broken
2024-12-29 10:00:33: No errors, not broken
2024-12-29 14:00:30: No errors, not broken
2024-12-29 18:00:30: No errors, not broken
2024-12-29 22:00:30: No errors, not broken
2024-12-30 02:01:15: No errors, not broken
2024-12-30 06:00:30: No errors, not broken
2024-12-30 10:00:33: No errors, not broken
2024-12-30 14:00:30: No errors, not broken
2024-12-30 18:00:30: No errors, not broken
2024-12-30 22:00:30: No errors, not broken
2024-12-31 02:01:12: No errors, not broken
2024-12-31 06:00:30: No errors, not broken
2024-12-31 10:00:32: No errors, not broken
2024-12-31 14:00:30: No errors, not broken
2024-12-31 18:00:30: No errors, not broken
2024-12-31 22:00:30: No errors, not broken
2025-01-01 02:01:13: No errors, not broken
2025-01-01 06:00:31: No errors, not broken
2025-01-01 10:00:32: No errors, not broken
2025-01-01 14:00:30: No errors, not broken
2025-01-01 18:00:30: No errors, not broken
2025-01-01 22:00:30: No errors, not broken
2025-01-02 02:01:23: No errors, not broken
2025-01-02 06:00:31: No errors, not broken
2025-01-02 10:00:33: No errors, not broken
2025-01-02 14:00:30: No errors, not broken
2025-01-02 18:00:30: No errors, not broken
2025-01-02 22:00:30: No errors, not broken
2025-01-03 02:01:22: No errors, not broken
2025-01-03 06:00:31: No errors, not broken
2025-01-03 10:00:30: No errors, not broken
2025-01-03 14:00:31: No errors, not broken
2025-01-03 18:00:30: No errors, not broken
2025-01-03 22:00:30: No errors, not broken
2025-01-04 02:01:23: No errors, not broken
2025-01-04 06:00:31: No errors, not broken
2025-01-04 10:00:30: No errors, not broken
2025-01-04 14:00:30: No errors, not broken
2025-01-04 18:00:30: No errors, not broken
2025-01-04 22:00:30: No errors, not broken
2025-01-05 02:01:19: No errors, not broken
2025-01-05 06:00:31: No errors, not broken
2025-01-05 10:00:31: No errors, not broken
2025-01-05 14:00:31: No errors, not broken
2025-01-05 18:00:30: No errors, not broken
2025-01-05 22:00:30: No errors, not broken
2025-01-06 02:01:40: No errors, not broken
2025-01-06 06:00:30: No errors, not broken
2025-01-06 10:00:31: No errors, not broken
2025-01-06 14:00:31: No errors, not broken
2025-01-06 18:00:31: No errors, not broken
2025-01-06 22:00:31: No errors, not broken
2025-01-07 02:01:21: No errors, not broken
2025-01-07 06:00:30: No errors, not broken
2025-01-07 10:00:31: No errors, not broken
2025-01-07 14:00:31: No errors, not broken
2025-01-07 18:00:30: No errors, not broken
2025-01-07 22:00:30: No errors, not broken
2025-01-08 02:01:28: No errors, not broken
2025-01-08 06:00:30: No errors, not broken
2025-01-08 10:00:31: No errors, not broken
2025-01-08 14:00:33: No errors, not broken
2025-01-08 18:00:31: No errors, not broken
2025-01-08 22:00:30: No errors, not broken
2025-01-09 02:01:38: No errors, not broken
2025-01-09 06:00:31: No errors, not broken
2025-01-09 09:32:45: ESIPYDEV Total Capacity: 249.40 GB
2025-01-09 09:32:45: ESIPYDEV Used Space: 148.59 GB
2025-01-09 09:32:45: ESIPYDEV Free Space: 100.81 GB
2025-01-09 09:32:45: ESIPYDEV Ratio: 59.58 %
2025-01-09 09:32:45: ESISQL Total Capacity: 199.40 GB
2025-01-09 09:32:45: ESISQL Used Space: 162.23 GB
2025-01-09 09:32:45: ESISQL Free Space: 37.16 GB
2025-01-09 09:32:45: ESISQL Ratio: 81.36 %
2025-01-09 09:44:47: ESIPYDEV Total Capacity: 249.40 GB
2025-01-09 09:44:47: ESIPYDEV Used Space: 148.59 GB
2025-01-09 09:44:47: ESIPYDEV Free Space: 100.81 GB
2025-01-09 09:44:47: ESIPYDEV Ratio: 59.58 %
2025-01-09 09:44:47: ESISQL Total Capacity: 199.40 GB
2025-01-09 09:44:47: ESISQL Used Space: 162.24 GB
2025-01-09 09:44:47: ESISQL Free Space: 37.16 GB
2025-01-09 09:44:47: ESISQL Ratio: 81.36 %
2025-01-09 09:44:47: envirodb01 Total Capacity: 99.45 GB
2025-01-09 09:44:47: envirodb01 Used Space: 69.88 GB
2025-01-09 09:44:47: envirodb01 Free Space: 29.57 GB
2025-01-09 09:44:47: envirodb01 Ratio: 70.26 %
2025-01-09 09:44:47: All drives have room
2025-01-09 09:45:23: ESIPYDEV Total Capacity: 249.40 GB
2025-01-09 09:45:23: ESIPYDEV Used Space: 148.59 GB
2025-01-09 09:45:23: ESIPYDEV Free Space: 100.81 GB
2025-01-09 09:45:23: ESIPYDEV Ratio: 59.58 %
2025-01-09 09:45:23: ESISQL Total Capacity: 199.40 GB
2025-01-09 09:45:23: ESISQL Used Space: 162.24 GB
2025-01-09 09:45:23: ESISQL Free Space: 37.16 GB
2025-01-09 09:45:23: ESISQL Ratio: 81.36 %
2025-01-09 09:45:23: envirodb01 Total Capacity: 99.45 GB
2025-01-09 09:45:23: envirodb01 Used Space: 69.88 GB
2025-01-09 09:45:23: envirodb01 Free Space: 29.57 GB
2025-01-09 09:45:23: envirodb01 Ratio: 70.26 %
2025-01-09 09:46:33: ESIPYDEV Total Capacity: 249.40 GB
2025-01-09 09:46:33: ESIPYDEV Used Space: 148.59 GB
2025-01-09 09:46:33: ESIPYDEV Free Space: 100.81 GB
2025-01-09 09:46:33: ESIPYDEV Ratio: 59.58 %
2025-01-09 09:46:33: ESISQL Total Capacity: 199.40 GB
2025-01-09 09:46:33: ESISQL Used Space: 162.24 GB
2025-01-09 09:46:33: ESISQL Free Space: 37.16 GB
2025-01-09 09:46:33: ESISQL Ratio: 81.36 %
2025-01-09 09:46:33: envirodb01 Total Capacity: 99.45 GB
2025-01-09 09:46:33: envirodb01 Used Space: 69.88 GB
2025-01-09 09:46:33: envirodb01 Free Space: 29.57 GB
2025-01-09 09:46:33: envirodb01 Ratio: 70.26 %
2025-01-09 09:46:59: ESIPYDEV Total Capacity: 249.40 GB
2025-01-09 09:46:59: ESIPYDEV Used Space: 148.60 GB
2025-01-09 09:46:59: ESIPYDEV Free Space: 100.80 GB
2025-01-09 09:46:59: ESIPYDEV Ratio: 59.58 %
2025-01-09 09:46:59: ESISQL Total Capacity: 199.40 GB
2025-01-09 09:46:59: ESISQL Used Space: 162.24 GB
2025-01-09 09:46:59: ESISQL Free Space: 37.16 GB
2025-01-09 09:46:59: ESISQL Ratio: 81.36 %
2025-01-09 09:46:59: envirodb01 Total Capacity: 99.45 GB
2025-01-09 09:46:59: envirodb01 Used Space: 69.88 GB
2025-01-09 09:46:59: envirodb01 Free Space: 29.57 GB
2025-01-09 09:46:59: envirodb01 Ratio: 70.27 %
2025-01-09 09:48:28: ESIPYDEV Total Capacity: 249.40 GB
2025-01-09 09:48:28: ESIPYDEV Used Space: 148.60 GB
2025-01-09 09:48:28: ESIPYDEV Free Space: 100.80 GB
2025-01-09 09:48:28: ESIPYDEV Ratio: 59.58 %
2025-01-09 09:48:28: ESISQL Total Capacity: 199.40 GB
2025-01-09 09:48:28: ESISQL Used Space: 162.24 GB
2025-01-09 09:48:28: ESISQL Free Space: 37.16 GB
2025-01-09 09:48:28: ESISQL Ratio: 81.36 %
2025-01-09 09:48:28: envirodb01 Total Capacity: 99.45 GB
2025-01-09 09:48:28: envirodb01 Used Space: 69.88 GB
2025-01-09 09:48:28: envirodb01 Free Space: 29.57 GB
2025-01-09 09:48:28: envirodb01 Ratio: 70.27 %
2025-01-09 14:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-09 14:00:03: ESIPYDEV Used Space: 148.19 GB
2025-01-09 14:00:03: ESIPYDEV Free Space: 101.21 GB
2025-01-09 14:00:03: ESIPYDEV Ratio: 59.42 %
2025-01-09 14:00:03: ESISQL Total Capacity: 199.40 GB
2025-01-09 14:00:03: ESISQL Used Space: 163.08 GB
2025-01-09 14:00:03: ESISQL Free Space: 36.32 GB
2025-01-09 14:00:03: ESISQL Ratio: 81.78 %
2025-01-09 14:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-09 14:00:03: envirodb01 Used Space: 69.94 GB
2025-01-09 14:00:03: envirodb01 Free Space: 29.51 GB
2025-01-09 14:00:03: envirodb01 Ratio: 70.33 %
2025-01-09 14:00:03: All drives have room
2025-01-10 14:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-01-10 14:00:02: ESIPYDEV Used Space: 147.86 GB
2025-01-10 14:00:02: ESIPYDEV Free Space: 101.54 GB
2025-01-10 14:00:02: ESIPYDEV Ratio: 59.29 %
2025-01-10 14:00:02: ESISQL Total Capacity: 199.40 GB
2025-01-10 14:00:02: ESISQL Used Space: 183.16 GB
2025-01-10 14:00:02: ESISQL Free Space: 16.24 GB
2025-01-10 14:00:02: ESISQL Ratio: 91.86 %
2025-01-10 14:00:02: envirodb01 Total Capacity: 99.45 GB
2025-01-10 14:00:02: envirodb01 Used Space: 69.96 GB
2025-01-10 14:00:02: envirodb01 Free Space: 29.49 GB
2025-01-10 14:00:02: envirodb01 Ratio: 70.35 %
2025-01-10 14:00:02: All drives have room
2025-01-11 14:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-01-11 14:00:02: ESIPYDEV Used Space: 147.83 GB
2025-01-11 14:00:02: ESIPYDEV Free Space: 101.56 GB
2025-01-11 14:00:02: ESIPYDEV Ratio: 59.28 %
2025-01-11 14:00:02: ESISQL Total Capacity: 199.40 GB
2025-01-11 14:00:02: ESISQL Used Space: 186.63 GB
2025-01-11 14:00:02: ESISQL Free Space: 12.77 GB
2025-01-11 14:00:02: ESISQL Ratio: 93.60 %
2025-01-11 14:00:02: envirodb01 Total Capacity: 99.45 GB
2025-01-11 14:00:02: envirodb01 Used Space: 69.97 GB
2025-01-11 14:00:02: envirodb01 Free Space: 29.48 GB
2025-01-11 14:00:02: envirodb01 Ratio: 70.36 %
2025-01-12 14:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-01-12 14:00:02: ESIPYDEV Used Space: 147.85 GB
2025-01-12 14:00:02: ESIPYDEV Free Space: 101.55 GB
2025-01-12 14:00:02: ESIPYDEV Ratio: 59.28 %
2025-01-12 14:00:02: ESISQL Total Capacity: 199.40 GB
2025-01-12 14:00:02: ESISQL Used Space: 190.02 GB
2025-01-12 14:00:02: ESISQL Free Space: 9.38 GB
2025-01-12 14:00:02: ESISQL Ratio: 95.30 %
2025-01-12 14:00:02: envirodb01 Total Capacity: 99.45 GB
2025-01-12 14:00:02: envirodb01 Used Space: 69.98 GB
2025-01-12 14:00:02: envirodb01 Free Space: 29.46 GB
2025-01-12 14:00:02: envirodb01 Ratio: 70.37 %
2025-01-13 14:00:04: ESIPYDEV Total Capacity: 249.40 GB
2025-01-13 14:00:04: ESIPYDEV Used Space: 135.88 GB
2025-01-13 14:00:04: ESIPYDEV Free Space: 113.52 GB
2025-01-13 14:00:04: ESIPYDEV Ratio: 54.48 %
2025-01-13 14:00:04: ESISQL Total Capacity: 199.40 GB
2025-01-13 14:00:04: ESISQL Used Space: 174.64 GB
2025-01-13 14:00:04: ESISQL Free Space: 24.76 GB
2025-01-13 14:00:04: ESISQL Ratio: 87.58 %
2025-01-13 14:00:04: envirodb01 Total Capacity: 99.45 GB
2025-01-13 14:00:04: envirodb01 Used Space: 70.00 GB
2025-01-13 14:00:04: envirodb01 Free Space: 29.44 GB
2025-01-13 14:00:04: envirodb01 Ratio: 70.39 %
2025-01-13 14:00:04: All drives have room
2025-01-14 14:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-14 14:00:03: ESIPYDEV Used Space: 133.70 GB
2025-01-14 14:00:03: ESIPYDEV Free Space: 115.70 GB
2025-01-14 14:00:03: ESIPYDEV Ratio: 53.61 %
2025-01-14 14:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-14 14:00:03: ESISQL Used Space: 175.86 GB
2025-01-14 14:00:03: ESISQL Free Space: 73.54 GB
2025-01-14 14:00:03: ESISQL Ratio: 70.51 %
2025-01-14 14:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-14 14:00:03: envirodb01 Used Space: 69.99 GB
2025-01-14 14:00:03: envirodb01 Free Space: 29.46 GB
2025-01-14 14:00:03: envirodb01 Ratio: 70.38 %
2025-01-14 14:00:03: All drives have room
2025-01-15 14:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-15 14:00:03: ESIPYDEV Used Space: 134.13 GB
2025-01-15 14:00:03: ESIPYDEV Free Space: 115.27 GB
2025-01-15 14:00:03: ESIPYDEV Ratio: 53.78 %
2025-01-15 14:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-15 14:00:03: ESISQL Used Space: 179.23 GB
2025-01-15 14:00:03: ESISQL Free Space: 70.17 GB
2025-01-15 14:00:03: ESISQL Ratio: 71.86 %
2025-01-15 14:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-15 14:00:03: envirodb01 Used Space: 70.00 GB
2025-01-15 14:00:03: envirodb01 Free Space: 29.45 GB
2025-01-15 14:00:03: envirodb01 Ratio: 70.39 %
2025-01-15 14:00:03: All drives have room
2025-01-16 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-16 15:00:03: ESIPYDEV Used Space: 134.75 GB
2025-01-16 15:00:03: ESIPYDEV Free Space: 114.65 GB
2025-01-16 15:00:03: ESIPYDEV Ratio: 54.03 %
2025-01-16 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-16 15:00:03: ESISQL Used Space: 181.81 GB
2025-01-16 15:00:03: ESISQL Free Space: 67.59 GB
2025-01-16 15:00:03: ESISQL Ratio: 72.90 %
2025-01-16 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-16 15:00:03: envirodb01 Used Space: 70.04 GB
2025-01-16 15:00:03: envirodb01 Free Space: 29.41 GB
2025-01-16 15:00:03: envirodb01 Ratio: 70.43 %
2025-01-16 15:00:03: All drives have room
2025-01-17 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-17 15:00:03: ESIPYDEV Used Space: 135.12 GB
2025-01-17 15:00:03: ESIPYDEV Free Space: 114.28 GB
2025-01-17 15:00:03: ESIPYDEV Ratio: 54.18 %
2025-01-17 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-17 15:00:03: ESISQL Used Space: 184.48 GB
2025-01-17 15:00:03: ESISQL Free Space: 64.92 GB
2025-01-17 15:00:03: ESISQL Ratio: 73.97 %
2025-01-17 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-17 15:00:03: envirodb01 Used Space: 70.09 GB
2025-01-17 15:00:03: envirodb01 Free Space: 29.36 GB
2025-01-17 15:00:03: envirodb01 Ratio: 70.48 %
2025-01-17 15:00:03: All drives have room
2025-01-18 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-18 15:00:03: ESIPYDEV Used Space: 142.58 GB
2025-01-18 15:00:03: ESIPYDEV Free Space: 106.82 GB
2025-01-18 15:00:03: ESIPYDEV Ratio: 57.17 %
2025-01-18 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-18 15:00:03: ESISQL Used Space: 188.34 GB
2025-01-18 15:00:03: ESISQL Free Space: 61.06 GB
2025-01-18 15:00:03: ESISQL Ratio: 75.52 %
2025-01-18 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-18 15:00:03: envirodb01 Used Space: 70.11 GB
2025-01-18 15:00:03: envirodb01 Free Space: 29.33 GB
2025-01-18 15:00:03: envirodb01 Ratio: 70.50 %
2025-01-18 15:00:03: All drives have room
2025-01-19 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-19 15:00:03: ESIPYDEV Used Space: 142.60 GB
2025-01-19 15:00:03: ESIPYDEV Free Space: 106.80 GB
2025-01-19 15:00:03: ESIPYDEV Ratio: 57.18 %
2025-01-19 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-19 15:00:03: ESISQL Used Space: 190.53 GB
2025-01-19 15:00:03: ESISQL Free Space: 58.87 GB
2025-01-19 15:00:03: ESISQL Ratio: 76.40 %
2025-01-19 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-19 15:00:03: envirodb01 Used Space: 70.11 GB
2025-01-19 15:00:03: envirodb01 Free Space: 29.34 GB
2025-01-19 15:00:03: envirodb01 Ratio: 70.50 %
2025-01-19 15:00:03: All drives have room
2025-01-20 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-20 15:00:03: ESIPYDEV Used Space: 143.15 GB
2025-01-20 15:00:03: ESIPYDEV Free Space: 106.24 GB
2025-01-20 15:00:03: ESIPYDEV Ratio: 57.40 %
2025-01-20 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-20 15:00:03: ESISQL Used Space: 193.79 GB
2025-01-20 15:00:03: ESISQL Free Space: 55.61 GB
2025-01-20 15:00:03: ESISQL Ratio: 77.70 %
2025-01-20 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-20 15:00:03: envirodb01 Used Space: 70.14 GB
2025-01-20 15:00:03: envirodb01 Free Space: 29.31 GB
2025-01-20 15:00:03: envirodb01 Ratio: 70.53 %
2025-01-20 15:00:03: All drives have room
2025-01-21 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-21 15:00:03: ESIPYDEV Used Space: 143.07 GB
2025-01-21 15:00:03: ESIPYDEV Free Space: 106.33 GB
2025-01-21 15:00:03: ESIPYDEV Ratio: 57.37 %
2025-01-21 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-21 15:00:03: ESISQL Used Space: 196.65 GB
2025-01-21 15:00:03: ESISQL Free Space: 52.74 GB
2025-01-21 15:00:03: ESISQL Ratio: 78.85 %
2025-01-21 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-21 15:00:03: envirodb01 Used Space: 70.13 GB
2025-01-21 15:00:03: envirodb01 Free Space: 29.31 GB
2025-01-21 15:00:03: envirodb01 Ratio: 70.52 %
2025-01-21 15:00:03: All drives have room
2025-01-22 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-22 15:00:03: ESIPYDEV Used Space: 144.73 GB
2025-01-22 15:00:03: ESIPYDEV Free Space: 104.67 GB
2025-01-22 15:00:03: ESIPYDEV Ratio: 58.03 %
2025-01-22 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-22 15:00:03: ESISQL Used Space: 153.63 GB
2025-01-22 15:00:03: ESISQL Free Space: 95.77 GB
2025-01-22 15:00:03: ESISQL Ratio: 61.60 %
2025-01-22 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-22 15:00:03: envirodb01 Used Space: 71.72 GB
2025-01-22 15:00:03: envirodb01 Free Space: 27.73 GB
2025-01-22 15:00:03: envirodb01 Ratio: 72.11 %
2025-01-22 15:00:03: All drives have room
2025-01-23 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-23 15:00:03: ESIPYDEV Used Space: 145.02 GB
2025-01-23 15:00:03: ESIPYDEV Free Space: 104.38 GB
2025-01-23 15:00:03: ESIPYDEV Ratio: 58.15 %
2025-01-23 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-23 15:00:03: ESISQL Used Space: 155.74 GB
2025-01-23 15:00:03: ESISQL Free Space: 93.65 GB
2025-01-23 15:00:03: ESISQL Ratio: 62.45 %
2025-01-23 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-23 15:00:03: envirodb01 Used Space: 71.72 GB
2025-01-23 15:00:03: envirodb01 Free Space: 27.72 GB
2025-01-23 15:00:03: envirodb01 Ratio: 72.12 %
2025-01-23 15:00:03: All drives have room
2025-01-24 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-24 15:00:03: ESIPYDEV Used Space: 144.74 GB
2025-01-24 15:00:03: ESIPYDEV Free Space: 104.65 GB
2025-01-24 15:00:03: ESIPYDEV Ratio: 58.04 %
2025-01-24 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-24 15:00:03: ESISQL Used Space: 159.25 GB
2025-01-24 15:00:03: ESISQL Free Space: 90.15 GB
2025-01-24 15:00:03: ESISQL Ratio: 63.85 %
2025-01-24 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-24 15:00:03: envirodb01 Used Space: 71.75 GB
2025-01-24 15:00:03: envirodb01 Free Space: 27.70 GB
2025-01-24 15:00:03: envirodb01 Ratio: 72.15 %
2025-01-24 15:00:03: All drives have room
2025-01-25 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-25 15:00:03: ESIPYDEV Used Space: 144.79 GB
2025-01-25 15:00:03: ESIPYDEV Free Space: 104.61 GB
2025-01-25 15:00:03: ESIPYDEV Ratio: 58.06 %
2025-01-25 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-25 15:00:03: ESISQL Used Space: 156.17 GB
2025-01-25 15:00:03: ESISQL Free Space: 93.22 GB
2025-01-25 15:00:03: ESISQL Ratio: 62.62 %
2025-01-25 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-25 15:00:03: envirodb01 Used Space: 71.73 GB
2025-01-25 15:00:03: envirodb01 Free Space: 27.71 GB
2025-01-25 15:00:03: envirodb01 Ratio: 72.13 %
2025-01-25 15:00:03: All drives have room
2025-01-26 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-26 15:00:03: ESIPYDEV Used Space: 144.81 GB
2025-01-26 15:00:03: ESIPYDEV Free Space: 104.59 GB
2025-01-26 15:00:03: ESIPYDEV Ratio: 58.06 %
2025-01-26 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-26 15:00:03: ESISQL Used Space: 158.44 GB
2025-01-26 15:00:03: ESISQL Free Space: 90.96 GB
2025-01-26 15:00:03: ESISQL Ratio: 63.53 %
2025-01-26 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-26 15:00:03: envirodb01 Used Space: 71.74 GB
2025-01-26 15:00:03: envirodb01 Free Space: 27.71 GB
2025-01-26 15:00:03: envirodb01 Ratio: 72.14 %
2025-01-26 15:00:03: All drives have room
2025-01-27 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-27 15:00:03: ESIPYDEV Used Space: 145.22 GB
2025-01-27 15:00:03: ESIPYDEV Free Space: 104.17 GB
2025-01-27 15:00:03: ESIPYDEV Ratio: 58.23 %
2025-01-27 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-27 15:00:03: ESISQL Used Space: 161.22 GB
2025-01-27 15:00:03: ESISQL Free Space: 88.18 GB
2025-01-27 15:00:03: ESISQL Ratio: 64.64 %
2025-01-27 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-27 15:00:03: envirodb01 Used Space: 71.74 GB
2025-01-27 15:00:03: envirodb01 Free Space: 27.71 GB
2025-01-27 15:00:03: envirodb01 Ratio: 72.14 %
2025-01-27 15:00:03: All drives have room
2025-01-28 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-28 15:00:03: ESIPYDEV Used Space: 144.41 GB
2025-01-28 15:00:03: ESIPYDEV Free Space: 104.99 GB
2025-01-28 15:00:03: ESIPYDEV Ratio: 57.90 %
2025-01-28 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-28 15:00:03: ESISQL Used Space: 164.29 GB
2025-01-28 15:00:03: ESISQL Free Space: 85.11 GB
2025-01-28 15:00:03: ESISQL Ratio: 65.88 %
2025-01-28 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-28 15:00:03: envirodb01 Used Space: 71.83 GB
2025-01-28 15:00:03: envirodb01 Free Space: 27.62 GB
2025-01-28 15:00:03: envirodb01 Ratio: 72.23 %
2025-01-28 15:00:03: All drives have room
2025-01-29 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
